t,open_price,close_price,high_price,low_price,volumn
20171109015800,8387000,8385000,8387000,8384000,0.87194665
20171109015900,8384000,8383000,8384000,8383000,0.6462979999999999
20171109020000,8383000,8384000,8384000,8383000,0.856987
20171109020100,8384000,8385000,8385000,8384000,0.62942
20171109020200,8385000,8385000,8391000,8385000,1.03860315
20171109020300,8399000,8384000,8399000,8383000,0.62289786
20171109020400,8398000,8384000,8398000,8384000,0.623571
20171109020500,8396000,8396000,8397000,8395000,0.640574
20171109020600,8396000,8398000,8399000,8396000,0.85149644
20171109020700,8387000,8399000,8399000,8387000,0.87511044
20171109020800,8399000,8400000,8402000,8399000,0.93362917
20171109020900,8387000,8389000,8404000,8387000,1.11745479
20171109021000,8404000,8404000,8404000,8391000,0.62453657
20171109021100,8389000,8390000,8404000,8389000,1.00672156
20171109021200,8404000,8391000,8413000,8391000,0.841152
20171109021300,8412000,8410000,8412000,8410000,0.779728
20171109021400,8410000,8413000,8413000,8410000,0.81049729
20171109021500,8413000,8426000,8426000,8413000,1.77356387
20171109021600,8417000,8418000,8428000,8417000,2.672659
20171109021700,8418000,8430000,8430000,8417000,3.93420923
20171109021800,8419000,8430000,8434000,8419000,2.76856546
20171109021900,8434000,8437000,8440000,8420000,4.62367647
20171109022000,8440000,8451000,8451000,8439000,6.17469727
20171109022100,8451000,8470000,8470000,8451000,3.00609875
20171109022200,8479000,8487000,8487000,8479000,2.75138996
20171109022300,8488000,8500000,8500000,8488000,2.80399356
20171109022400,8500000,8500000,8500000,8499000,9.96987911
20171109022500,8500000,8517000,8525000,8500000,3.27166718
20171109022600,8524000,8539000,8539000,8524000,1.78249639
20171109022700,8539000,8559000,8560000,8539000,7.74389584
20171109022800,8559000,8567000,8567000,8559000,2.13056594
20171109022900,8567000,8597000,8597000,8567000,7.96675062
20171109023000,8572000,8597000,8597000,8572000,4.56740064
20171109023100,8597000,8600000,8600000,8571000,5.68572438
20171109023200,8600000,8542000,8610000,8542000,7.56688307
20171109023300,8592000,8545000,8592000,8543000,1.13710003
20171109023400,8584000,8581000,8584000,8547000,2.0981092999999995
20171109023500,8579000,8560000,8579000,8530000,5.52533446
20171109023600,8530000,8566000,8568000,8530000,2.47702701
20171109023700,8532000,8531000,8565000,8530000,5.23955471
20171109023800,8568000,8576000,8576000,8565000,3.1482953
20171109023900,8576000,8603000,8604000,8576000,4.11988342
20171109024000,8603000,8630000,8630000,8603000,4.21667068
20171109024100,8630000,8620000,8630000,8620000,3.48589322
20171109024200,8620000,8596000,8620000,8596000,0.82590333
20171109024300,8595000,8594000,8595000,8531000,1.03152284
20171109024400,8593000,8596000,8604000,8593000,1.02579404
20171109024500,8604000,8629000,8630000,8604000,2.93734544
20171109024600,8629000,8597000,8629000,8596000,3.12154204
20171109024700,8629000,8627000,8629000,8599000,0.67105616
20171109024800,8627000,8629000,8630000,8601000,3.7702222
20171109024900,8629000,8606000,8629000,8606000,1.90361666
20171109025000,8608000,8609000,8625000,8608000,0.99058666
20171109025100,8610000,8609000,8610000,8608000,1.24838723
20171109025200,8622000,8610000,8622000,8610000,1.32991571
20171109025300,8610000,8609000,8610000,8609000,0.81521109
20171109025400,8609000,8609000,8609000,8608000,1.29085673
20171109025500,8609000,8594000,8609000,8594000,3.49068353
20171109025600,8541000,8535000,8541000,8530000,2.66599408
20171109025700,8535000,8598000,8599000,8535000,4.03289289
20171109025800,8598000,8550000,8598000,8550000,2.46424477
20171109025900,8595000,8599000,8599000,8550000,2.76851004
20171109030000,8599000,8564000,8599000,8563000,0.87484315
20171109030100,8564000,8588000,8593000,8563000,1.07423346
20171109030200,8564000,8567000,8587000,8564000,1.6947154999999998
20171109030300,8567000,8593000,8595000,8564000,1.7100449
20171109030400,8593000,8592000,8593000,8586000,1.47357049
20171109030500,8592000,8592000,8592000,8591000,1.20973857
20171109030600,8592000,8592000,8592000,8586000,1.37237704
20171109030700,8590000,8589000,8590000,8587000,0.77385025
20171109030800,8564000,8552000,8564000,8552000,0.60398432
20171109030900,8639000,8499000,8639000,8499000,4.62225577
20171109031000,8497000,8479000,8497000,8470000,2.78652885
20171109031100,8492000,8491000,8492000,8480000,1.04870407
20171109031200,8470000,8470000,8491000,8470000,1.78114555
20171109031300,8470000,8470000,8471000,8470000,0.76296129
20171109031400,8436000,8417000,8436000,8417000,1.30635115
20171109031500,8417000,8379000,8417000,8379000,2.91329607
20171109031600,8379000,8330000,8379000,8330000,3.37422826
20171109031700,8336000,8320000,8380000,8320000,7.19916537
20171109031800,8337000,8338000,8375000,8322000,1.43881765
20171109031900,8337000,8336000,8337000,8320000,1.33069643
20171109032000,8323000,8322000,8336000,8322000,0.8958086
20171109032100,8321000,8319000,8322000,8319000,1.05010208
20171109032200,8319000,8324000,8334000,8319000,4.1322782
20171109032300,8334000,8334000,8334000,8321000,1.22738307
20171109032400,8325000,8337000,8337000,8325000,1.58627478
20171109032500,8337000,8338000,8338000,8336000,1.20694921
20171109032600,8374000,8351000,8374000,8351000,0.89115254
20171109032700,8373000,8352000,8374000,8352000,1.7212591
20171109032800,8352000,8340000,8354000,8339000,1.87816795
20171109032900,8349000,8324000,8349000,8324000,1.47257242
20171109033000,8324000,8324000,8324000,8322000,2.40402559
20171109033100,8324000,8337000,8337000,8322000,1.77796378
20171109033200,8337000,8320000,8350000,8319000,1.47953845
20171109033300,8323000,8319000,8323000,8319000,1.40860318
20171109033400,8318000,8316000,8318000,8305000,3.15958963
20171109033500,8313000,8313000,8313000,8303000,1.98064395
20171109033600,8313000,8296000,8313000,8296000,4.62117311
20171109033700,8296000,8278000,8296000,8277000,3.94767751
20171109033800,8278000,8201000,8278000,8200000,6.77670915
20171109033900,8201000,8165000,8202000,8165000,13.17826504
20171109034000,8165000,8150000,8165000,8141000,25.37050312
20171109034100,8141000,8113000,8141000,8113000,5.86421276
20171109034200,8113000,8089000,8113000,8089000,14.56483247
20171109034300,8090000,8090000,8090000,8081000,11.82531979
20171109034400,8090000,8095000,8100000,8075000,7.17038746
20171109034500,8100000,8190000,8193000,8078000,4.36589619
20171109034600,8151000,8190000,8191000,8151000,7.82032753
20171109034700,8151000,8160000,8190000,8151000,10.60581356
20171109034800,8188000,8151000,8188000,8151000,8.55245399
20171109034900,8187000,8151000,8220000,8151000,9.74609698
20171109035000,8151000,8223000,8273000,8151000,10.05701075
20171109035100,8222000,8156000,8273000,8153000,2.88647275
20171109035200,8200000,8160000,8200000,8158000,7.73011049
20171109035300,8179000,8180000,8200000,8158000,2.69544698
20171109035400,8179000,8161000,8179000,8160000,0.77185799
20171109035500,8161000,8176000,8177000,8161000,0.93031764
20171109035600,8175000,8237000,8238000,8174000,2.7769784
20171109035700,8170000,8232000,8235000,8167000,2.10018386
20171109035800,8176000,8228000,8232000,8176000,1.13307226
20171109035900,8225000,8227000,8228000,8225000,1.49464501
20171109040000,8228000,8231000,8231000,8228000,1.69424021
20171109040100,8232000,8270000,8271000,8231000,1.43079999
20171109040200,8269000,8228000,8269000,8228000,2.92357275
20171109040300,8228000,8190000,8228000,8172000,3.14210555
20171109040400,8190000,8170000,8190000,8169000,1.10117377
20171109040500,8171000,8168000,8171000,8168000,1.63628082
20171109040600,8167000,8164000,8170000,8164000,7.89342214
20171109040700,8168000,8164000,8170000,8164000,2.04037252
20171109040800,8164000,8165000,8170000,8164000,0.87324026
20171109040900,8169000,8185000,8185000,8165000,3.69733373
20171109041000,8184000,8185000,8185000,8165000,1.90778456
20171109041100,8185000,8199000,8200000,8185000,1.88111289
20171109041200,8191000,8200000,8200000,8191000,1.37154956
20171109041300,8200000,8246000,8246000,8200000,0.7379676
20171109041400,8246000,8217000,8248000,8208000,0.81065278
20171109041500,8243000,8250000,8258000,8243000,1.49994265
20171109041600,8257000,8290000,8290000,8257000,2.68399647
20171109041700,8290000,8263000,8290000,8263000,0.9997846
20171109041800,8263000,8253000,8265000,8229000,2.73317641
20171109041900,8253000,8239000,8253000,8229000,2.61112151
20171109042000,8231000,8232000,8238000,8230000,1.32580272
20171109042100,8232000,8255000,8256000,8232000,1.29397339
20171109042200,8253000,8254000,8254000,8253000,0.75558193
20171109042300,8252000,8250000,8252000,8238000,0.97890718
20171109042400,8242000,8242000,8242000,8240000,1.10267266
20171109042500,8250000,8243000,8250000,8242000,1.03202709
20171109042600,8247000,8244000,8247000,8226000,3.92866368
20171109042700,8243000,8241000,8243000,8238000,1.23231861
20171109042800,8242000,8242000,8247000,8241000,0.83449259
20171109042900,8245000,8243000,8247000,8238000,1.85069701
20171109043000,8238000,8243000,8244000,8238000,1.56720118
20171109043100,8242000,8240000,8242000,8226000,1.74413021
20171109043200,8229000,8224000,8229000,8224000,2.33455833
20171109043300,8224000,8242000,8242000,8223000,1.08778053
20171109043400,8223000,8243000,8243000,8223000,1.382738
20171109043500,8243000,8243000,8244000,8243000,1.23392622
20171109043600,8243000,8243000,8245000,8242000,0.95819086
20171109043700,8242000,8242000,8243000,8242000,1.10550394
20171109043800,8243000,8225000,8243000,8224000,2.63983045
20171109043900,8227000,8227000,8227000,8226000,0.83723072
20171109044000,8227000,8237000,8238000,8227000,0.64439058
20171109044100,8237000,8238000,8239000,8227000,4.28425763
20171109044200,8237000,8241000,8241000,8229000,1.61322025
20171109044300,8241000,8247000,8251000,8241000,1.31705547
20171109044400,8246000,8228000,8251000,8222000,1.97859229
20171109044500,8249000,8243000,8249000,8230000,0.95160576
20171109044600,8232000,8230000,8243000,8230000,1.33518864
20171109044700,8233000,8231000,8233000,8230000,2.70290555
20171109044800,8231000,8208000,8232000,8208000,4.2346575999999985
20171109044900,8221000,8221000,8221000,8210000,3.1022947
20171109045000,8220000,8211000,8220000,8210000,2.70731619
20171109045100,8211000,8210000,8220000,8208000,1.57653301
20171109045200,8218000,8208000,8219000,8208000,1.59241859
20171109045300,8207000,8190000,8208000,8190000,3.8376198
20171109045400,8190000,8174000,8198000,8173000,1.3190083
20171109045500,8173000,8172000,8174000,8172000,2.65914102
20171109045600,8172000,8172000,8172000,8166000,2.44146481
20171109045700,8170000,8170000,8170000,8166000,0.74273368
20171109045800,8170000,8164000,8170000,8164000,3.14995756
20171109045900,8163000,8150000,8163000,8150000,4.64554538
20171109050000,8151000,8147000,8151000,8147000,1.1819779
20171109050100,8146000,8077000,8146000,8070000,7.03699134
20171109050200,8095000,8065000,8095000,8065000,4.47759291
20171109050300,8064000,8064000,8065000,8060000,2.6462224
20171109050400,8094000,8090000,8094000,8068000,0.76621295
20171109050500,8090000,8069000,8090000,8068000,0.79508368
20171109050600,8088000,8086000,8088000,8070000,3.47090507
20171109050700,8086000,8070000,8090000,8070000,4.41130305
20171109050800,8070000,8087000,8088000,8065000,5.84412069
20171109050900,8066000,8086000,8090000,8065000,3.90946786
20171109051000,8068000,8085000,8087000,8068000,1.00155228
20171109051100,8081000,8071000,8081000,8060000,2.18653325
20171109051200,8066000,8137000,8137000,8065000,1.93216982
20171109051300,8137000,8083000,8137000,8080000,1.97340159
20171109051400,8107000,8103000,8107000,8079000,1.99919263
20171109051500,8106000,8129000,8129000,8080000,3.50640706
20171109051600,8129000,8124000,8129000,8090000,2.47008931
20171109051700,8092000,8092000,8092000,8090000,1.40998056
20171109051800,8114000,8124000,8124000,8093000,3.38544689
20171109051900,8093000,8117000,8120000,8093000,0.84446133
20171109052000,8093000,8114000,8116000,8093000,1.29723755
20171109052100,8114000,8095000,8114000,8094000,1.58063064
20171109052200,8095000,8111000,8113000,8095000,0.80835452
20171109052300,8111000,8112000,8113000,8090000,2.42729822
20171109052400,8111000,8110000,8111000,8109000,1.10515101
20171109052500,8110000,8108000,8110000,8093000,1.02086544
20171109052600,8101000,8102000,8108000,8100000,1.1719313
20171109052700,8102000,8102000,8103000,8102000,0.8435280999999999
20171109052800,8103000,8103000,8108000,8102000,1.48841224
20171109052900,8104000,8105000,8107000,8104000,0.98910854
20171109053000,8106000,8118000,8124000,8106000,2.45360324
20171109053100,8124000,8144000,8144000,8118000,1.31799321
20171109053200,8143000,8144000,8144000,8129000,1.59293855
20171109053300,8144000,8129000,8144000,8129000,3.1008438
20171109053400,8129000,8126000,8144000,8110000,1.22578431
20171109053500,8126000,8145000,8145000,8126000,3.777506
20171109053600,8130000,8145000,8171000,8130000,2.10115497
20171109053700,8145000,8145000,8145000,8141000,4.01651189
20171109053800,8145000,8171000,8171000,8145000,2.30588592
20171109053900,8166000,8189000,8189000,8166000,1.14181783
20171109054000,8190000,8249000,8250000,8189000,2.60549615
20171109054100,8203000,8245000,8249000,8202000,2.3672206
20171109054200,8244000,8200000,8244000,8200000,3.57751
20171109054300,8218000,8181000,8218000,8180000,1.42560281
20171109054400,8189000,8181000,8190000,8181000,1.67892163
20171109054500,8182000,8188000,8190000,8170000,1.55881147
20171109054600,8174000,8166000,8174000,8166000,1.10239961
20171109054700,8170000,8148000,8170000,8145000,2.24476317
20171109054800,8148000,8164000,8166000,8148000,0.74569
20171109054900,8165000,8153000,8165000,8152000,0.84854989
20171109055000,8160000,8159000,8160000,8153000,1.11601168
20171109055100,8155000,8155000,8158000,8154000,2.00117557
20171109055200,8155000,8164000,8164000,8155000,1.51574424
20171109055300,8164000,8156000,8165000,8152000,5.43713829
20171109055400,8157000,8156000,8157000,8156000,1.62308356
20171109055500,8156000,8152000,8156000,8151000,0.85788183
20171109055600,8152000,8150000,8152000,8150000,1.53381164
20171109055700,8151000,8128000,8151000,8128000,8.50860494
20171109055800,8129000,8149000,8149000,8129000,1.01135184
20171109055900,8148000,8149000,8150000,8129000,4.38093926
20171109060000,8150000,8150000,8151000,8149000,2.05683525
20171109060100,8150000,8151000,8152000,8149000,2.78969087
20171109060200,8152000,8150000,8152000,8149000,2.10054491
20171109060300,8150000,8153000,8167000,8149000,2.93787556
20171109060400,8152000,8152000,8153000,8150000,0.91416654
20171109060500,8152000,8152000,8153000,8151000,0.78636294
20171109060600,8152000,8152000,8152000,8152000,0.92176503
20171109060700,8164000,8167000,8167000,8154000,1.13281605
20171109060800,8189000,8165000,8190000,8164000,1.32195459
20171109060900,8165000,8165000,8165000,8153000,1.58868674
20171109061000,8189000,8168000,8189000,8167000,0.98686544
20171109061100,8188000,8185000,8188000,8185000,0.77145368
20171109061200,8167000,8181000,8181000,8167000,1.06408428
20171109061300,8168000,8175000,8179000,8167000,1.06685078
20171109061400,8174000,8173000,8178000,8172000,2.40363236
20171109061500,8173000,8173000,8174000,8172000,3.39963604
20171109061600,8172000,8172000,8173000,8172000,2.00804576
20171109061700,8173000,8173000,8173000,8172000,1.32556253
20171109061800,8173000,8172000,8186000,8172000,0.99650313
20171109061900,8171000,8199000,8199000,8171000,1.81709421
20171109062000,8186000,8199000,8199000,8186000,1.074022
20171109062100,8199000,8197000,8200000,8197000,1.14655025
20171109062200,8220000,8245000,8245000,8218000,1.45463577
20171109062300,8244000,8244000,8245000,8243000,1.28971491
20171109062400,8244000,8246000,8246000,8244000,1.00683888
20171109062500,8246000,8246000,8247000,8246000,1.08772073
20171109062600,8247000,8246000,8247000,8246000,1.76964194
20171109062700,8246000,8246000,8247000,8246000,1.31412274
20171109062800,8246000,8222000,8246000,8222000,1.48207713
20171109062900,8222000,8222000,8244000,8222000,1.45299906
20171109063000,8243000,8223000,8245000,8223000,0.636479
20171109063100,8224000,8225000,8244000,8224000,1.34637543
20171109063200,8223000,8220000,8223000,8220000,1.28925181
20171109063300,8219000,8222000,8222000,8219000,5.91499757
20171109063400,8222000,8221000,8222000,8221000,1.17768661
20171109063500,8221000,8220000,8222000,8220000,6.59253506
20171109063600,8220000,8221000,8221000,8220000,1.19514348
20171109063700,8220000,8221000,8242000,8220000,4.76783181
20171109063800,8220000,8221000,8221000,8220000,1.75306979
20171109063900,8220000,8241000,8241000,8220000,3.50059806
20171109064000,8221000,8219000,8241000,8219000,3.24879845
20171109064100,8218000,8219000,8219000,8218000,0.55004454
20171109064200,8203000,8219000,8219000,8203000,1.090658
20171109064300,8204000,8216000,8218000,8204000,1.12398707
20171109064400,8206000,8210000,8215000,8206000,1.00516651
20171109064500,8215000,8214000,8215000,8212000,0.61568138
20171109064600,8215000,8214000,8215000,8214000,2.55614138
20171109064700,8213000,8212000,8213000,8212000,1.20879104
20171109064800,8212000,8207000,8212000,8207000,1.02505911
20171109064900,8206000,8210000,8210000,8200000,2.67977164
20171109065000,8211000,8211000,8211000,8210000,3.183934
20171109065100,8211000,8211000,8211000,8211000,1.22390712
20171109065200,8210000,8212000,8212000,8210000,2.22391694
20171109065300,8210000,8211000,8211000,8200000,3.631617
20171109065400,8211000,8199000,8211000,8199000,1.64550328
20171109065500,8199000,8200000,8201000,8198000,1.1357434
20171109065600,8200000,8191000,8200000,8191000,1.12468365
20171109065700,8191000,8192000,8197000,8191000,3.91340406
20171109065800,8192000,8195000,8198000,8192000,1.00173056
20171109065900,8195000,8197000,8197000,8195000,1.11598349
20171109070000,8197000,8196000,8200000,8196000,1.29047504
20171109070100,8196000,8199000,8200000,8196000,1.1017629999999998
20171109070200,8199000,8198000,8199000,8197000,0.43802063
20171109070300,8199000,8219000,8219000,8199000,1.05111774
20171109070400,8202000,8218000,8219000,8202000,0.775947
20171109070500,8218000,8214000,8219000,8214000,1.97968317
20171109070600,8214000,8217000,8219000,8214000,2.1114156000000004
20171109070700,8219000,8220000,8220000,8216000,1.41635685
20171109070800,8220000,8241000,8242000,8220000,1.23857792
20171109070900,8241000,8241000,8241000,8223000,1.59936667
20171109071000,8242000,8241000,8247000,8241000,2.39021075
20171109071100,8242000,8226000,8242000,8226000,1.22417951
20171109071200,8225000,8225000,8225000,8225000,0.79251187
20171109071300,8225000,8226000,8227000,8225000,1.48560813
20171109071400,8243000,8243000,8243000,8226000,1.29997582
20171109071500,8240000,8241000,8241000,8240000,1.22802746
20171109071600,8242000,8240000,8247000,8239000,2.17532403
20171109071700,8239000,8237000,8239000,8237000,1.005613
20171109071800,8237000,8238000,8239000,8237000,1.88300297
20171109071900,8238000,8241000,8241000,8238000,1.04794519
20171109072000,8241000,8240000,8241000,8240000,2.89299467
20171109072100,8239000,8239000,8239000,8238000,2.04553536
20171109072200,8239000,8229000,8239000,8229000,1.47231064
20171109072300,8238000,8230000,8238000,8229000,1.27807828
20171109072400,8232000,8236000,8238000,8230000,1.58812218
20171109072500,8236000,8237000,8237000,8236000,1.38766893
20171109072600,8237000,8237000,8238000,8236000,2.81813727
20171109072700,8238000,8238000,8238000,8237000,1.86748032
20171109072800,8238000,8244000,8246000,8238000,1.44323574
20171109072900,8243000,8244000,8244000,8243000,0.71044162
20171109073000,8243000,8244000,8244000,8243000,0.73088905
20171109073100,8244000,8243000,8244000,8243000,1.25107833
20171109073200,8244000,8240000,8244000,8239000,1.40896305
20171109073300,8243000,8242000,8243000,8230000,1.77771524
20171109073400,8233000,8234000,8242000,8232000,0.93324867
20171109073500,8233000,8239000,8239000,8233000,0.9857796999999998
20171109073600,8239000,8237000,8239000,8237000,0.770267
20171109073700,8237000,8239000,8239000,8236000,0.7463493
20171109073800,8239000,8242000,8243000,8239000,1.11083588
20171109073900,8243000,8240000,8243000,8240000,1.2357858999999998
20171109074000,8241000,8242000,8242000,8240000,1.30142919
20171109074100,8243000,8244000,8280000,8242000,3.13356924
20171109074200,8278000,8275000,8278000,8244000,0.43772527
20171109074300,8272000,8276000,8277000,8269000,1.72678831
20171109074400,8275000,8273000,8276000,8250000,3.3110911
20171109074500,8256000,8274000,8285000,8255000,1.49923756
20171109074600,8274000,8300000,8300000,8256000,4.7779905
20171109074700,8309000,8301000,8309000,8300000,0.9977368
20171109074800,8301000,8310000,8310000,8301000,0.79388702
20171109074900,8310000,8321000,8325000,8310000,1.39807136
20171109075000,8320000,8325000,8329000,8320000,4.10967126
20171109075100,8325000,8327000,8327000,8325000,4.24979485
20171109075200,8328000,8329000,8329000,8327000,1.64284333
20171109075300,8329000,8327000,8330000,8327000,4.87273699
20171109075400,8328000,8330000,8330000,8327000,3.3926798
20171109075500,8330000,8329000,8330000,8328000,1.41876943
20171109075600,8329000,8330000,8330000,8329000,1.5046539
20171109075700,8338000,8340000,8340000,8338000,0.81941797
20171109075800,8340000,8339000,8340000,8339000,1.70659091
20171109075900,8340000,8339000,8340000,8330000,2.44071144
20171109080000,8331000,8331000,8338000,8330000,0.70571439
20171109080100,8330000,8334000,8335000,8325000,2.25751486
20171109080200,8334000,8331000,8335000,8330000,2.62621291
20171109080300,8332000,8326000,8332000,8325000,2.44779781
20171109080400,8326000,8329000,8330000,8325000,2.02731922
20171109080500,8329000,8328000,8329000,8325000,2.67364483
20171109080600,8328000,8310000,8328000,8301000,2.92193276
20171109080700,8310000,8288000,8310000,8288000,2.66158237
20171109080800,8289000,8288000,8289000,8280000,2.1021492000000004
20171109080900,8283000,8271000,8288000,8271000,2.00836
20171109081000,8270000,8270000,8271000,8260000,1.20926267
20171109081100,8255000,8270000,8270000,8255000,1.01772958
20171109081200,8270000,8280000,8281000,8270000,0.64481709
20171109081300,8280000,8280000,8281000,8274000,0.93256833
20171109081400,8281000,8288000,8288000,8280000,2.02807675
20171109081500,8300000,8313000,8325000,8285000,2.13327997
20171109081600,8313000,8328000,8328000,8312000,3.24157951
20171109081700,8327000,8325000,8327000,8314000,0.92378697
20171109081800,8323000,8322000,8323000,8314000,3.19019956
20171109081900,8320000,8322000,8322000,8300000,4.00881552
20171109082000,8322000,8323000,8323000,8321000,1.42754851
20171109082100,8323000,8324000,8330000,8323000,1.7954238
20171109082200,8324000,8322000,8324000,8321000,1.18736153
20171109082300,8321000,8320000,8322000,8320000,0.96475505
20171109082400,8320000,8301000,8320000,8301000,1.19780133
20171109082500,8316000,8322000,8322000,8307000,1.07946686
20171109082600,8311000,8303000,8322000,8300000,3.44319045
20171109082700,8321000,8320000,8321000,8303000,1.11180514
20171109082800,8310000,8322000,8322000,8310000,1.48817884
20171109082900,8322000,8323000,8323000,8322000,2.38761908
20171109083000,8324000,8330000,8330000,8324000,1.13232001
20171109083100,8330000,8342000,8343000,8330000,1.77711916
20171109083200,8342000,8340000,8346000,8340000,0.83305145
20171109083300,8338000,8330000,8338000,8330000,1.47020957
20171109083400,8331000,8339000,8339000,8331000,1.13429769
20171109083500,8332000,8338000,8340000,8332000,1.82373726
20171109083600,8332000,8336000,8338000,8332000,1.01893311
20171109083700,8335000,8340000,8340000,8334000,1.02295981
20171109083800,8340000,8339000,8340000,8339000,1.80640029
20171109083900,8340000,8340000,8340000,8339000,1.49129445
20171109084000,8340000,8341000,8342000,8340000,2.07445613
20171109084100,8342000,8342000,8342000,8340000,0.78196959
20171109084200,8342000,8342000,8342000,8342000,0.79536424
20171109084300,8342000,8344000,8344000,8341000,1.7030060000000002
20171109084400,8344000,8335000,8345000,8334000,1.10554955
20171109084500,8334000,8336000,8336000,8334000,0.5452306
20171109084600,8337000,8342000,8342000,8337000,0.75180773
20171109084700,8342000,8341000,8342000,8341000,0.89685883
20171109084800,8341000,8342000,8342000,8341000,1.19004025
20171109084900,8342000,8344000,8345000,8342000,0.95171111
20171109085000,8344000,8348000,8348000,8344000,0.97883472
20171109085100,8348000,8348000,8349000,8347000,1.79654227
20171109085200,8348000,8342000,8349000,8342000,2.78532789
20171109085300,8342000,8343000,8343000,8342000,1.11593971
20171109085400,8343000,8342000,8343000,8341000,2.11398161
20171109085500,8341000,8340000,8341000,8340000,1.58003232
20171109085600,8341000,8343000,8346000,8341000,1.07915178
20171109085700,8343000,8345000,8346000,8340000,5.51268462
20171109085800,8340000,8339000,8346000,8336000,1.82478333
20171109085900,8339000,8339000,8339000,8338000,0.90369741
20171109090000,8338000,8340000,8340000,8338000,2.42478031
20171109090100,8339000,8339000,8340000,8339000,0.88438223
20171109090200,8339000,8330000,8339000,8330000,3.28785466
20171109090300,8330000,8331000,8331000,8330000,0.59936075
20171109090400,8330000,8325000,8331000,8325000,1.61721014
20171109090500,8325000,8301000,8325000,8301000,3.85329049
20171109090600,8310000,8271000,8310000,8250000,1.86992558
20171109090700,8271000,8280000,8280000,8243000,1.9107713
20171109090800,8278000,8244000,8280000,8243000,1.99540621
20171109090900,8244000,8244000,8244000,8243000,2.44840319
20171109091000,8243000,8237000,8243000,8236000,5.04900674
20171109091100,8237000,8191000,8237000,8191000,7.92260611
20171109091200,8190000,8167000,8191000,8117000,9.80174658
20171109091300,8119000,8119000,8119000,8114000,6.9704741
20171109091400,8119000,8180000,8180000,8101000,14.93816236
20171109091500,8119000,8181000,8181000,8119000,0.88261182
20171109091600,8181000,8249000,8278000,8181000,2.36842073
20171109091700,8199000,8250000,8259000,8199000,2.72917075
20171109091800,8250000,8259000,8259000,8249000,1.10091801
20171109091900,8259000,8273000,8309000,8259000,3.99105378
20171109092000,8309000,8309000,8310000,8300000,2.58602118
20171109092100,8308000,8307000,8309000,8300000,2.07767242
20171109092200,8306000,8305000,8306000,8305000,1.61260884
20171109092300,8305000,8305000,8305000,8304000,0.934868
20171109092400,8305000,8305000,8306000,8305000,1.1229669
20171109092500,8305000,8306000,8306000,8305000,1.39102642
20171109092600,8306000,8318000,8320000,8306000,1.38048237
20171109092700,8318000,8324000,8324000,8318000,2.02401692
20171109092800,8324000,8325000,8327000,8321000,3.25887981
20171109092900,8325000,8326000,8326000,8321000,2.7351775000000003
20171109093000,8326000,8321000,8327000,8321000,3.94462491
20171109093100,8322000,8326000,8327000,8321000,4.10447891
20171109093200,8326000,8326000,8327000,8321000,2.05056185
20171109093300,8326000,8326000,8327000,8322000,1.7655712
20171109093400,8323000,8322000,8326000,8321000,3.86383114
20171109093500,8322000,8321000,8326000,8305000,12.4171148
20171109093600,8321000,8319000,8321000,8306000,0.614344
20171109093700,8307000,8302000,8318000,8302000,3.05475639
20171109093800,8305000,8304000,8305000,8304000,1.01693263
20171109093900,8305000,8304000,8305000,8304000,1.01907969
20171109094000,8304000,8260000,8304000,8260000,1.5147995
20171109094100,8281000,8280000,8281000,8280000,0.66939595
20171109094200,8280000,8260000,8280000,8260000,1.05083205
20171109094300,8259000,8250000,8259000,8231000,1.9687234
20171109094400,8250000,8233000,8250000,8231000,1.02433302
20171109094500,8250000,8250000,8250000,8234000,0.8339564
20171109094600,8238000,8256000,8279000,8238000,1.29994932
20171109094700,8250000,8255000,8279000,8250000,2.11055328
20171109094800,8251000,8250000,8251000,8250000,1.52928535
20171109094900,8250000,8250000,8251000,8250000,1.71530483
20171109095000,8250000,8250000,8251000,8248000,1.76638415
20171109095100,8250000,8250000,8250000,8250000,0.98133129
20171109095200,8250000,8251000,8251000,8248000,1.27854173
20171109095300,8250000,8250000,8251000,8248000,1.82691826
20171109095400,8249000,8250000,8250000,8249000,0.61653255
20171109095500,8250000,8250000,8251000,8250000,3.64914067
20171109095600,8251000,8251000,8251000,8250000,2.58226862
20171109095700,8254000,8256000,8279000,8254000,1.43353979
20171109095800,8256000,8270000,8279000,8256000,1.11824966
20171109095900,8270000,8261000,8270000,8259000,1.12468427
20171109100000,8260000,8265000,8269000,8260000,0.60750883
20171109100100,8266000,8279000,8279000,8266000,2.58567587
20171109100200,8279000,8278000,8279000,8267000,1.23335905
20171109100300,8278000,8279000,8279000,8277000,2.78555872
20171109100400,8279000,8278000,8279000,8266000,1.19447354
20171109100500,8279000,8297000,8299000,8267000,2.31689269
20171109100600,8298000,8268000,8298000,8268000,1.45781215
20171109100700,8295000,8295000,8296000,8295000,1.66129894
20171109100800,8295000,8270000,8295000,8270000,0.88106461
20171109100900,8271000,8268000,8271000,8268000,2.89041907
20171109101000,8269000,8271000,8271000,8268000,1.33734337
20171109101100,8271000,8270000,8271000,8270000,2.10376991
20171109101200,8270000,8269000,8270000,8269000,0.8780292
20171109101300,8269000,8270000,8270000,8268000,1.22732325
20171109101400,8269000,8268000,8271000,8267000,3.06382949
20171109101500,8270000,8266000,8270000,8266000,1.60052538
