,0,1
0,20200101,sell
1,20200102,buy
2,20200107,sell
3,20200207,sell
4,20200208,sell
5,20200209,sell
6,20200310,buy
7,20200311,buy
8,20200312,buy
9,20200313,buy
10,20200314,buy
11,20200315,buy
12,20200316,buy
13,20200317,buy
14,20200318,buy
15,20200506,sell
16,20200507,sell
17,20200508,sell
