timestamp,open,close,high,low,volume
2018-10-22T11:00:00,7320000.0,7293000.0,7321000.0,7289000.0,184.83755728
2018-10-22T12:00:00,7292000.0,7297000.0,7305000.0,7288000.0,152.84298658
2018-10-22T13:00:00,7298000.0,7307000.0,7316000.0,7293000.0,179.5316586
2018-10-22T14:00:00,7307000.0,7312000.0,7318000.0,7300000.0,183.59540294
2018-10-22T15:00:00,7311000.0,7312000.0,7322000.0,7300000.0,197.75658627
2018-10-22T16:00:00,7311000.0,7302000.0,7316000.0,7297000.0,140.65082239
2018-10-22T17:00:00,7303000.0,7298000.0,7310000.0,7287000.0,165.09068607
2018-10-22T18:00:00,7297000.0,7296000.0,7308000.0,7287000.0,145.49933168
2018-10-22T19:00:00,7300000.0,7298000.0,7307000.0,7290000.0,124.79347414
2018-10-22T20:00:00,7298000.0,7299000.0,7309000.0,7290000.0,150.28293226
2018-10-22T21:00:00,7299000.0,7290000.0,7302000.0,7285000.0,140.17765269
2018-10-22T22:00:00,7293000.0,7291000.0,7300000.0,7271000.0,162.99203245
2018-10-22T23:00:00,7291000.0,7285000.0,7294000.0,7277000.0,96.13105433
2018-10-23T00:00:00,7285000.0,7281000.0,7294000.0,7276000.0,125.98644344
2018-10-23T01:00:00,7281000.0,7291000.0,7294000.0,7276000.0,66.2910427
2018-10-23T02:00:00,7292000.0,7289000.0,7295000.0,7279000.0,28.93148342
2018-10-23T03:00:00,7285000.0,7289000.0,7295000.0,7277000.0,43.18540836
2018-10-23T04:00:00,7289000.0,7290000.0,7297000.0,7280000.0,33.05995364
2018-10-23T05:00:00,7290000.0,7295000.0,7303000.0,7282000.0,44.3577987
2018-10-23T06:00:00,7296000.0,7300000.0,7310000.0,7288000.0,47.08609441
2018-10-23T07:00:00,7301000.0,7296000.0,7308000.0,7291000.0,46.94078145
2018-10-23T08:00:00,7297000.0,7297000.0,7310000.0,7292000.0,68.18332602
2018-10-23T09:00:00,7297000.0,7313000.0,7318000.0,7291000.0,201.6319717
2018-10-23T10:00:00,7313000.0,7307000.0,7316000.0,7304000.0,196.0062135
2018-10-23T11:00:00,7306000.0,7298000.0,7314000.0,7294000.0,142.82274778
